symbol,DATE,actual_daily_return,predicted_return,same_side_as_oracle,daily_pnl_diff_oracle_minus_model,suggestion_pred,suggestion_oracle,daily_pnl_predicted,daily_pnl_oracle,equity_predicted,equity_oracle
GAL,2026-03-04,0.0217885758593952,-0.0070407061926684,False,2351.970000000002,HOLD,BUY,0.0,2351.970000000002,100000.0,102351.97
GAL,2026-03-05,0.03822123289403789,-0.007972732959625,False,4215.690000000004,HOLD,BUY,0.0,4215.690000000004,100000.0,106567.66
GAL,2026-03-06,-0.030260208556670887,-0.00872761088303,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,106567.66
GAL,2026-03-09,-0.09999497512687794,0.0052684956471488,False,11104.199999999988,BUY,HOLD,-11104.199999999988,-0.0,88895.80000000002,106567.66
GAL,2026-03-10,0.0677237451845234,-0.0035918464642585,False,6768.539999999997,HOLD,BUY,0.0,6768.539999999997,88895.80000000002,113336.20000000001
GAL,2026-03-11,0.029387157498431238,-0.0106089476627768,False,3135.9600000000028,HOLD,BUY,0.0,3135.9600000000028,88895.80000000002,116472.16
GAL,2026-03-12,-0.024433607639947175,0.004732754488063,False,2683.9800000000014,BUY,HOLD,-2683.9800000000014,-0.0,86211.82,116472.16
GAL,2026-03-13,-0.008070814891955269,0.0043170837715522,False,864.9000000000063,BUY,HOLD,-864.9000000000063,-0.0,85346.92,116472.16
GAL,2026-03-16,-0.030839895013123342,-0.0057353430759099,True,0.0,HOLD,HOLD,-0.0,-0.0,85346.92,116472.16
GAL,2026-03-17,-0.04132701421800944,0.0052421367939961,False,4257.539999999997,BUY,HOLD,-4257.539999999997,-0.0,81089.38,116472.16
GAL,2026-03-18,0.023729483883725422,-0.0010397126910303,False,2343.5999999999935,HOLD,BUY,0.0,2343.5999999999935,81089.38,118815.76000000001
GAL,2026-03-19,-0.01247275035183082,-0.0030488588853868,True,0.0,HOLD,HOLD,-0.0,-0.0,81089.38,118815.76000000001
GAL,2026-03-24,-0.011009584485986545,0.0002042060552582,False,1099.2599999999993,BUY,HOLD,-1099.2599999999993,-0.0,79990.12000000001,118815.76000000001
GAL,2026-03-25,0.028028141157856012,-0.0005039548476373,False,2767.6800000000044,HOLD,BUY,0.0,2767.6800000000044,79990.12000000001,121583.44
GAL,2026-03-26,-0.05675415693280206,-0.0013430487753746,True,0.0,HOLD,HOLD,-0.0,-0.0,79990.12000000001,121583.44
GAL,2026-03-27,-0.04198717948717945,-0.0005488950814224,True,0.0,HOLD,HOLD,-0.0,-0.0,79990.12000000001,121583.44
GAL,2026-03-30,-0.09127406551294148,0.0022326684989681,False,8372.790000000014,BUY,HOLD,-8372.790000000014,-0.0,71617.32999999999,121583.44
GAL,2026-03-31,0.02885065934801534,-0.0004164348437183,False,2404.9800000000014,HOLD,BUY,0.0,2404.9800000000014,71617.32999999999,123988.42000000001
GAL,2026-04-01,0.04463240078074171,-0.0001665970745507,False,3827.8800000000074,HOLD,BUY,0.0,3827.8800000000074,71617.32999999999,127816.30000000002
GAL,2026-04-02,-0.04515445939212759,-0.0012532498024041,True,0.0,HOLD,HOLD,-0.0,-0.0,71617.32999999999,127816.30000000002
GAL,2026-04-03,-0.02090535516274228,-0.0034680626630013,True,0.0,HOLD,HOLD,-0.0,-0.0,71617.32999999999,127816.30000000002
GAL,2026-04-06,0.01142533559841441,-0.0003252422442476,False,956.9700000000018,HOLD,BUY,0.0,956.9700000000018,71617.32999999999,128773.27000000002
GAL,2026-04-07,0.0004281385851665487,-0.0005019734605355,False,36.26999999999873,HOLD,BUY,0.0,36.26999999999873,71617.32999999999,128809.54000000001
GAL,2026-04-08,0.1000098758929453,-0.0021039828783125,False,8476.019999999999,HOLD,BUY,0.0,8476.019999999999,71617.32999999999,137285.56
GAL,2026-04-09,0.10001496333981752,-0.0006010019709644,False,9324.180000000004,HOLD,BUY,0.0,9324.180000000004,71617.32999999999,146609.74000000002
